,0
3159,b'rt' b'chelseaxlaser:' b'i' b'really' b'need' b'to' b'take' b'my' b'rose' b'colored' b'glasses' b'off' b'though.' b'i' b'gotta' b'stop' b'thinking' b'everybody' b'does' b'shit' b'with' b'good'
3160,"b'rt' b'chicagobulls:' b'coach' b'k' b'says' b'players' b""won't"" b'need' b'motivation' b'to' b'get' b'back' b'on' b'track' b'following' b'paul' b""george's"" b'injury;' b'rather' b""they'll"" b'play' b'to'"
3161,b'rt' b'chicagotribune:' b'chicago' b'will' b'not' b'refund' b'$7.7' b'million' b'made' b'from' b'red' b'light' b'tickets' b'issued' b'after' b'yellow' b'lights' b'were'
3162,b'rt' b'chilltweetss:' b'flappy' b'bird' b'is' b'deep...'
3163,b'rt' b'chilltweetss:' b'when' b'i' b'make' b'the' b'paper' b'ball' b'into' b'the' b'trash' b'can'
3164,b'rt' b'chrisgeidner:' b'the' b'mandate' b'still' b'being' b'in' b'effect' b'means' b'the' b'marriage' b'ban' b'in' b'nevada' b'is' b'unconstitutional.' b'trial' b'court' b'is' b'yet' b'to' b'enter'
3165,b'rt' b'chughes717:' b'tyzebruh' b'trash' b'cans' b'are' b'always' b'demanding' b'new' b'music' b'from' b'the' b'gawd'
3166,b'rt' b'churchofbasebal:' b'and' b'people' b'say' b'baseball' b'is'
3167,"b'rt' b'collegefession:' b'""my' b'first' b'adult' b'decision' b'i' b'made' b'in' b'college' b'was' b'to' b'buy' b'a' b'guinea' b'pig' b'#noragrets' b'#alsonobeermoney""' b'-' b'university' b'if'"
3168,"b'rt' b'cpabry:' b'curious' b'george,' b'the' b'curious' b'little' b'monkey' b'or' b'deranged' b'serial' b'cat' b'killer?' b'the' b'story' b'the' b'man' b'with' b'the' b'yellow' b'hat' b""doesn't"" b'want'"
3169,b'rt' b'crazygirlgab:' b'just' b'eating' b'animal' b'crackers' b'in'
3170,b'rt' b'creepingsharia:' b'syrian' b'brought' b'to' b'us' b'for' b'&#8220;democracy' b'training&#8221;'
3171,"b'rt' b'cthagod:' b'lance' b'stephenson' b'trash' b'talk' b""didn't"" b'affect' b'anybody' b'but' b'lance'"
3172,b'rt' b'cwissi:' b'beanies' b'for' b'life'
3173,"b'rt' b'daggerbyte:' b'call' b'me' b'old' b'fashioned,' b'but' b""i'm"" b'sewn' b'together' b'with' b'magic' b'and'"
3174,b'rt' b'daliasza:' b'&#8220' b'nochillpaz:' b'me' b'when' b'somebody' b'says' b'childish' b'gambino' b'is'
3175,b'rt' b'dallywaggz12:' b'&#8220' b'justreiatabie:' b'charlie' b'sheen' b'gets' b'point' b'for'
3176,b'rt' b'dami3n00:' b'flappy' b'birds' b'extreme' b'now' b'you' b'can' b'play' b'two' b'birds' b'at' b'once!' b'hardcore!' b'easier' b'with' b'two' b'people'
3177,"b'rt' b'dan_danovskis:' b'&#8220' b'flappybprob:' b'if' b""you're"" b'playing' b'flappy' b'bird:' b'1-800-273-8255' b'national' b'suicide' b'prevention' b'lifeline.' b'rt' b'to' b'save' b'lives&#8221;'"
3178,"b'rt' b'danicafjelstul:' b'if' b'you' b""ain't"" b'a' b'gator' b""you're"" b'gator' b'bait'"
3179,b'rt' b'daniellecarr01:' b'where' b'all' b'my' b'yankees'
3180,b'rt' b'danwashburn:' b'the' b'man' b'who' b'captured' b'muammar' b'gaddafi' b'was' b'wearing' b'a' b'yankees'
3181,b'rt' b'daqraca:' b'how' b'can' b'anyone' b'hate' b'charlie'
3182,"b'rt' b'daraobriain:' b'tommy' b'voeckler' b'keeps' b'the' b'yellow,' b'andy' b'schleck' b'does' b'the' b'break' b'of' b'the' b'tour,' b'and' b'contador' b'is' b'broken.' b'incredible' b'day'"
3183,b'rt' b'dat_trulyguy:' b'before' b'i' b'betray' b'them' b'i' b'slit' b'my'
3184,b'rt' b'davidalderman77:' b'obama' b'killed' b'the'
3185,b'rt' b'davidcomanhidy:' b'it' b'is' b'well' b'known' b'that' b'centerplate' b'supports' b'cruelty' b'to' b'birds.' b'#saveanimals-sign' b'this' b'petition:'
3186,"b'rt' b'davidjones720:' b'""obama' b'is' b'out' b'on' b'the' b'golf' b'course' b'still' b'looking' b'for' b'his' b'balls.""' b'-charlie'"
3187,"b'rt' b'dbrend99:' b'even' b'if' b'you' b'hate' b'the' b'yankees' b'there' b'is' b'no' b'way' b'you' b""can't"" b'like' b'derek' b'jeter,' b'he' b'is' b'one' b'of' b'the' b'classiest' b'and' b'most' b'respectful'"
3188,"b'rt' b'decider:' b'#2' b'on' b'the' b'field,' b'#1' b'in' b'our' b'hearts!' b'what' b'if' b'yankees' b'star' b'derek' b'jeter' b'starred' b'in' b'""back' b'to'"
3189,"b'rt' b'delphrano:' b'berto' b""couldn't"" b'ko' b'this' b'dude' b'who' b'wanted' b'to' b'get' b""ko'd&#8230;berto's"" b'trash,' b""upsher's"" b'trash,' b'that' b'fight' b'was'"
3190,"b'rt' b'desusnice:' b'""in' b'2014' b'you' b'tweeted' b'that' b'migos' b'were' b'trash.' b'care' b'to' b'explain?""' b'-' b'2064' b'supreme' b'court' b'confirmation'"
3191,"b'rt' b'deviledlegs:' b'drawing' b'myself' b'an' b'organic' b'powdered' b'goats' b'milk' b'bath' b'with' b'rose' b'petals' b'and' b'chopped' b'clams' b'eww' b'what' b'just' b'kidding' b""it's"" b'mr.'"
3192,"b'rt' b'domhowx:' b'you' b'know' b""you're"" b'ugly' b'when' b'an' b'ape' b'was' b'chosen' b'as' b'a' b'man' b'crush' b'and' b""you've"" b'never'"
3193,b'rt' b'donnellrawlings:' b'salute' b'to' b'derek' b'jetter!' b'best' b'yankee'
3194,"b'rt' b'dontesydnor:' b'when' b'kanye' b'said' b'""mayonnaise' b'colored' b'benz,' b'i' b'push' b'miracle'"
3195,b'rt' b'donthypeme:' b'&#8220' b'vsamone:' b'&#8220' b'donthypeme:' b'any' b'favorites' b'off' b'yellow' b'album' b'?&#8221;all' b'of' b'it&#8221;' b'#theperfectanswer'
3196,b'rt' b'downswinging:' b'brendon' b'urie' b'must' b'make' b'other' b'boys' b'feel' b'like'
3197,"b'rt' b'drhoagie:' b'1dittlinger' b'jay;' b'i' b'think' b'once' b'someone' b'has' b""alzheimer's,"" b'suffers' b'from' b'alcoholism' b'and' b'is' b'mildly' b'retarded,' b'people' b""shouldn't"""
3198,"b'rt' b'dril:' b'night' b'time' b'falls.' b'im' b'""corie' b'latin""' b'now.' b'a' b'man' b'of' b'intrigue.' b'i' b'place' b'a' b'bird' b'feather' b'into' b'my' b'glass' b'of' b'scotch' b'and' b'i' b'never' b'do' b'posts'"
3199,"b'rt' b'drizzyswerve96:' b'0kkaren' b'it' b'looks' b'like' b""he's"" b'wearing' b'a' b'trash'"
3200,b'rt' b'druggedvibes:' b'top' b'5' b'thot' b'tattoos' b':' b'1)' b'dream' b'catchers' b'2)' b'bird' b'feathers' b'3)' b'inspirational' b'quotes' b'that' b'they' b'dont' b'live' b'by' b'4)' b'animal'
3201,b'rt' b'drunktweets81:' b'you' b'sure' b'do' b'have' b'a' b'pretty' b'face' b'for' b'a'
3202,"b'rt' b'dsrtvet:' b'foxnews' b'tjoy7' b'and' b'i' b""don't"" b'have' b'any' b'confidence' b'nonwhatsoever' b'in' b'you' b'barack!' b""you're"" b'the' b'sole' b'reason' b'why' b'this' b'country' b'is' b'in'"
3203,"b'rt' b'duttyogshake:' b'for' b'real' b'this' b'game' b'is' b'pub' b'trash' b""let's"" b'do' b'drugs' b'and' b'get'"
3204,"b'rt' b'dynamite8503:' b'""why' b""y'all"" b'doing' b'the' b'als' b'challenge' b'if' b""y'all"" b'not' b'gonna' b'donate?""' b'cuz' b'we' b""don't"" b'$10k' b'&amp;' b'tiger' b'blood' b'to' b'donate' b'unlike' b'charlie'"
3205,b'rt' b'eaglesfan167:' b'#eagles' b'5hrs' b'till' b'the' b'birds' b'kick' b'some'
3206,"b'rt' b'eanahs__:' b'1inkkofrosess' b'lol' b'my' b'credit' b""ain't"" b'no' b'where' b'near' b'good' b',' b'but' b'i' b'know' b'the' b'right' b'man' b'for' b'the' b'job' b'..' b'that' b'ho' b'nice'"
3207,b'rt' b'earthwormslim:' b'if' b'melo' b'go' b'to' b'the' b'bulls' b'they' b'still' b'gon' b'be' b'trash' b'unless' b'melo' b'get' b'special' b'privileges' b'allowin' b'him' b'2play' b'in' b'a' b'allstar'
3208,b'rt' b'ebs_14:' b'this' b'jimmy' b'fallon' b'prank' b'of' b'getting' b'ny' b'yankees' b'fans' b'to' b'boo' b'robinson' b'cano' b'is' b'amazing.'
3209,"b'rt' b'eidolon_ebooks:' b'dreamt' b'i' b'was' b'in' b'a' b'trash' b'bag,'"
3210,"b'rt' b'elcinpoyrazlar:' b'two' b'jihadis' b'arguing' b'over' b'stolen' b""m&amp;m's"" b'will' b'make' b'your' b'day' b'markham'"
3211,"b'rt' b'ella__fraser:' b'when' b'you' b'clam' b'up,' b'my' b'survival' b'instinct' b'is' b'to' b'kick' b'the' b'door'"
3212,b'rt' b'elleeebeee:' b'flappy' b'bird' b'make' b'me' b'just' b'smash' b'my' b'phone' b'into' b'my'
3213,"b'rt' b'eph4_15:' b'allen' b'west' b'&amp;' b'the' b'slippery' b'slope' b'of' b""obama's"" b'constitutional'"
3214,"b'rt' b'espn:' b'hot' b'off' b'the' b'press,' b'here&#8217;s' b'todd' b'mcshay&#8217;s' b'first' b'post-combine' b'nfl' b'mock' b'draft,' b'including' b'a' b'new' b'no.'"
3215,"b'rt' b'espn:' b'when' b'the' b'yanks' b'and' b'sox' b'get' b'together,' b'things' b'usually' b'go' b'smoothly'"
3216,b'rt' b'fabulousanimals:' b'a' b'monkey' b'with' b'a' b'mustache' b'by' b'thomas'
3217,b'rt' b'fatguythe:' b'*sings' b'careless' b'whisper' b'to' b'broken' b'7' b'year' b'old' b'flip' b'flop' b'on' b'the' b'way' b'to' b'the'
3218,b'rt' b'firemunky:' b'rip' b'tom' b'foley' b'rip' b'greg' b'sikorskey' b'rip' b'charlie' b'anaya' b'rip' b'wells' b'crowther' b'rip' b'andy'
3219,b'rt' b'flavorpill:' b'why' b'tori' b'amos' b'matters' b'now' b'more' b'than' b'ever' b'via'
3220,"b'rt' b'fletchworld73:' b'pulled' b'a' b'dead' b'bird' b'from' b'my' b'garden.' b'grateful' b'to' b'be' b'out' b'of' b'the' b'hot' b'sun,' b'it' b'winked' b'at' b'me' b'with' b'its' b'rotting' b'eye'"
3221,b'rt' b'foodbibie:' b'oreo' b'cheesecake'
3222,b'rt' b'foodbibie:' b'oreo'
3223,"b'rt' b'gab_mccarthy:' b'rosestokoe' b'juliamarie892' b'_suline' b'violetethompson' b'camatuzzo' b'but' b'then' b""there's"" b'the' b'yellow' b'writing' b'on' b'the' b'black' b'jerse'"
3224,b'rt' b'gatorhoops:' b'ill-advised' b'slant' b'call'
3225,b'rt' b'gferguson8:' b'koredeb9' b'msoltan18' b'wbdyllon_'
3226,b'rt' b'gferguson8:' b'msoltan18' b'wbdyllon_' b'koredeb9' b'messi' b'is'
3227,"b'rt' b'goddesslaney:' b'lajouetreine' b'if' b'you' b'give' b'that' b'statement' b'any' b'thought' b'at' b'all' b'you' b'will' b'realize' b'it' b'makes' b'no' b'sense.' b'at' b'all.' b'please,' b'think'"
3228,b'rt' b'godlevelshit510:' b'why' b'adonnis' b'look' b'like' b'he' b'bout' b'to' b'sell' b'the' b'most' b'ghetto' b'used' b'cars' b'of' b'2014'
3229,"b'rt' b'godsgracelove:' b'#15thingsilove' b'when' b'he' b'wraps' b'his' b'arms' b'around' b'my' b'waist' b'while' b""i'm"" b'making' b'dinner,' b'yellow' b'roses,' b'pearls,' b'anything' b'coach' b'a'"
3230,b'rt' b'gojackets973:' b'wesdurham' b'its' b'the' b'start' b'of' b'another' b'yellow' b'jacket' b'season' b'tonight!!!' b'how' b'about' b'a' b'rt' b'for' b'all' b'the' b'jacket' b'fans!!!' b'#gtvt1'
3231,"b'rt' b'goodmanwood:' b'rise+rhyme' b'#snowpatricksday' b'busboysandpoets:' b'on' b'in' b'the' b'am!' b'wear' b'your' b'green,' b'dance' b'a' b'jig' b'&amp;' b'sing' b'a' b'lively' b'tune' b'w/'"
3232,"b'rt' b'grannywinkle:' b'girls,' b""don't"" b'let' b'a' b'guy' b'treat' b'you' b'like' b'a' b'yellow' b'starburst' b'u' b'are' b'a' b'pink'"
3233,b'rt' b'green_eyed_doll:' b'the' b'birds' b'outside' b'my' b'bedroom' b'window' b'have' b'way' b'too' b'much' b'to' b'talk' b'about' b'for' b'first' b'thing' b'in' b'the' b'morning!'
3234,"b'rt' b'grind2times:' b'i' b""don't"" b'think' b'i' b'even' b'been' b'in' b'a' b'real' b'relationship...i' b'thought' b'they' b'was' b'real' b'but' b'they' b'were' b'just'"
3235,b'rt' b'guardian_sport:' b'world' b'cup' b'2014' b'diary:' b'argentina' b'mock' b'brazil' b'with' b'twirling' b'towels' b'(photo:'
3236,"b'rt' b'guypbenson:' b'confused.' b'are' b'lefties' b'using' b'the' b'#bridgeghazi' b'hashtag' b'to' b'mock' b'the' b'bridge' b'situation' b'as' b'frivolous,' b'or' b'seriously' b'equating' b'the'"
3237,b'rt' b'halfricannnnn:' b'me' b'and' b'vin17bricksquad' b'are' b'in' b'our' b'yellow' b'submarine' b'rn..'
3238,b'rt' b'harrryaf:' b'being' b'a' b'good' b'citizen' b'picking' b'up' b'trash'
3239,"b'rt' b'hawkblogger:' b'the' b'afc' b'was' b'trash' b'last' b'season,' b'especially' b'the' b'afc' b'south.' b'jags' b'could' b'make' b'a' b'playoff' b'push' b'if' b'they' b'have' b'a' b'great' b'draft.' b'not'"
3240,b'rt' b'hildismom:' b'mt' b'jjauthor:' b'us' b'ghettos-driven' b'by' b'liberal'
3241,"b'rt' b'hiteshrangra:' b'sonia' b'never' b'criticises' b'arvindkejriwal' b'.' b'kejriwal,' b'who' b'trashes' b'every' b'other' b'leader,' b'never' b'criticises' b'sonia.'"
3242,b'rt' b'ho3micide:' b'morgan' b'park' b'kids' b'like' b'to' b'pop' b'fire' b'crackers' b'in' b'the' b'school'
3243,b'rt' b'hoadie1006:' b'#vermontgirlsbelike' b'my' b'hick' b'accent' b'comes' b'out' b'when' b'i' b'get' b'around' b'my' b'family' b'#vermontproblems'
3244,b'rt' b'hoes:' b'emma' b'watson' b'#theoscars2014'
3245,b'rt' b'hoes:' b'emma'
3246,"b'rt' b'hoes:' b'rt' b'if' b""you'd"" b'marry' b'scarlett'"
3247,b'rt' b'hoez4sale:' b'lmao' b'they' b'all' b'trash' b'before' b'&amp;' b'after'
3248,b'rt' b'hollyrpeete:' b'#farewellcaptain' b'espn:' b'what' b'a' b'way' b'for' b'derek' b'jeter' b'to' b'close' b'his' b'yankee' b'stadium'
3249,"b'rt' b'iambitchassness:' b""i'm"" b'not' b'telling' b'you' b'to' b'like' b'al' b'green' b'or' b'otis' b'redding!' b'stop' b'missing' b'the' b'point.' b'just' b""don't"" b'call' b'them' b'trash' b'&amp;' b'tell' b'me'"
3250,"b'rt' b'idntwearcondoms:' b'if' b'u' b'acted' b'like' b'a' b'hoe' b'after' b'we' b'broke' b'up' b""i'm"" b'not' b'wrong' b'for' b'thinking' b'u' b'were' b'a' b'hoe' b'all'"
3251,b'rt' b'illmak3ufamous:' b'touch' b'my' b'swag.' b'wish' b'you' b'could.' b'rt' b'&#8220' b'vizyisignant:' b'i' b'look' b'fly.' b'i' b'look' b'good.' b'rt' b'wisdom_stature:' b'on' b'my' b'momma....' b'on' b'my'
3252,"b'rt' b'ilostmysanity:' b'rt' b'5earthquake:' b'most' b'trash' b'halloween' b'candy' b'of' b'all' b'time.' b""don't"" b'debate' b'me' b'on'"
3253,"b'rt' b'iloveyou_autumn:' b'bruhhhhh,' b'i' b'want' b'some' b'oreos' b'and' b'milk.'"
3254,b'rt' b'imdatdudefish:' b'&#128514;&#128514;&#128514;&#128514;' b'rt' b'vivalakash:' b'#thotgoals' b'..' b'rt' b'lessonswithkate:' b'i' b'wanna' b'learn' b'how' b'to' b'jigg' b'really' b'good' b'so' b'i' b'can' b'be' b'in' b'the'
3255,"b'rt' b'irepfrisco:' b""should've"" b'lost' b'in' b'carolina,' b'in' b'houston' b'&amp;' b'tonight' b'in' b'st.' b'louis!' b'#lucky' b'#seahawks' b'are' b'complete'"
3256,b'rt' b'istayradasshit:' b'&#8220' b'1bookieg:' b'what' b'i' b'wish' b'i' b'can' b'do' b'every' b'time' b'i' b'day' b'playing' b'flappy' b'birds'
3257,b'rt' b'ian0012:' b'dawn' b'of' b'the' b'planet' b'of' b'the' b'apes' b'of' b'the' b'four' b'calling' b'birds' b'of' b'the' b'three' b'french' b'hens' b'of' b'the' b'two' b'turtle' b'doves' b'of' b'the' b'partridge' b'in'
3258,b'rt' b'illroots:' b'the' b'radio' b'is'
3259,b'rt' b'indykaila:' b'exclusive:' b'ars&#232;ne' b'wenger' b'gave' b'two' b'yellow' b'cards' b'&amp;' b'red' b'card' b'while' b'refereeing' b'a' b'charity' b'match' b'in' b'rome.'
3260,b'rt' b'inmysexdreams:' b'i' b'love' b'black' b'shoes' b'cause' b'i' b'can' b'match' b'them' b'with' b'anything' b'but' b'i' b'also' b'need' b'some' b'colored'
3261,"b'rt' b'intelwire:' b'significant' b'number' b'of' b'us' b'tweets' b'were' b'americans' b'flipping' b'the' b'bird' b'to' b'is.' b'uk,' b'not' b'so'"
3262,"b'rt' b'iowahawkblog:' b'whatta' b'co-inky-dink:' b'irs' b'cancelled' b'contract' b'with' b'email' b'backup' b'company' b'right' b'after' b""lerner's"" b'computer'"
3263,b'rt' b'it_itt:' b'docrocktex26' b'doing' b'nothing' b'as' b'an' b'agenda.' b'unbelievable' b'that' b'the' b'dems' b'failed' b'to' b'use' b'that' b'against' b'the' b'teabaggers.'
3264,"b'rt' b'itssylviaplath:' b'i' b'wanted' b'change' b'and' b'excitement' b'and' b'to' b'shoot' b'off' b'in' b'all' b'directions' b'myself,' b'like' b'the' b'colored' b'arrows' b'from' b'a' b'fourth' b'of'"
3265,b'rt' b'iv9801:' b'charlie' b'sheen' b'engaged' b'to' b'porn' b'star' b'#health' b'tips' b'sex' b'toy' b'the' b'adult'
3266,"b'rt' b'jackwadeshow:' b'funny' b'how' b'rick' b'scott' b'accuses' b'charlie' b'crist' b'of' b'changing' b'his' b'positions' b'on' b'everything.' b""rick's"" b'positions' b'are' b'dictated' b'by'"
3267,b'rt' b'jakeburnsmfc:' b'staycoolwheels' b'bloggerboxing' b'because' b'hillbillies' b'like' b'sports'
3268,b'rt' b'jamiedupree:' b'vice' b'president' b'biden' b'&amp;' b'his' b'wife' b'are' b'in' b'florida' b'today' b'to' b'stump' b'for' b'democrat' b'charlie' b'crist' b'in' b'his' b'bid' b'for'
3269,b'rt' b'janbaloch45:' b'pakistani' b'christian' b'couple' b'burnt' b'alive' b'in' b'kasur' b'punjab' b'marvisirmed' b'@goshno' b'aliyanazki'
3270,"b'rt' b'janesports:' b'as' b'nfl' b'reportedly' b'asks' b'bird-flipping' b'm.i.a.' b'for' b'another' b'$15m,' b""let's"" b'revisit' b""sarahspain's"" b'column' b'on'"
3271,b'rt' b'jay_ibarra95:' b'your' b'tweets' b'remind' b'me' b'of' b'the' b'times' b'when' b'we' b'did' b'the' b'oreo' b'milkshake' b'runs' b'1am' b'in' b'the' b'morning' b'!!' b'&#128514;&#128557;&#128557;&#128557;'
3272,b'rt' b'jeffgallardo9:' b'&#8220' b'sonali1123:' b'guys' b'with' b'colored' b'eyes'
3273,"b'rt' b'jemelehill:' b'just' b'saw' b'dawn' b'of' b'the' b'planet' b'of' b'the' b'apes.' b'one' b'of' b'the' b'better' b'moves' b""i've"" b'seen' b'this' b'year.' b'i' b""didn't"" b'know' b'if' b'i' b'wanted' b'the' b'apes'"
3274,"b'rt' b'jenebooks:' b'i' b'feel' b'a' b'lot' b'of' b'ppl' b'trash' b'talking' b'indie' b'for' b'all' b'sounding' b'the' b'same' b'but' b'i' b'think' b'any' b'genre' b""you're"" b'not' b'v' b'into' b'tends' b'to' b'sound' b'th'"
3275,"b'rt' b'jennaferjenbub:' b'&#8220' b'barryclerjuste:' b'""anything' b'below' b'a' b'a+' b'and' b'we' b'disown' b'you' b'ling' b'ling""'"
3276,"b'rt' b'jennakimjones:' b'dear' b'oreo,' b""what's"" b'this' b'i' b'hear' b'about' b'a' b'watermelon' b'flavor?' b'keep' b'your' b'fake' b'fruit' b'flavor' b'out' b'of' b'my' b'crisco' b'sandwiches!!!'"
3277,b'rt' b'jesscorsoncle:' b'does' b'anyone' b'know' b'of' b'a' b'good' b'pet' b'sitter' b'in' b'#cle/northeast' b'ohio?' b'specifically' b'cats' b'&amp;' b'birds.'
3278,"b'rt' b'jewtanski:' b'when' b'you' b'has' b'a' b'frownie,' b'eats' b'a'"
3279,"b'rt' b'jfkirtley:' b'reds' b""haven't"" b'lost' b'a' b'series' b'at' b'yankee' b'stadium' b'since' b'1961' b'world'"
3280,"b'rt' b'jgalt666:' b""don't"" b'let' b'a' b'crisis' b'go' b'to' b'waste.dems' b'exploiting' b'ebola' b'to' b'trash' b'repubs' b'opposed' b'to' b'obama&#8217;s' b'choice' b'for' b'surgeon'"
3281,"b'rt' b'jimmerfredette:' b'i' b'hope' b'the' b'yankees' b'game' b""doesn't"" b'get' b'rained' b'out' b'tonight.' b""it's"" b'going' b'to' b'be' b'a' b'special' b'atmosphere' b'and' b'game.' b'jeter'"
3282,b'rt' b'jjauthor:' b'us' b'ghettos-driven' b'by' b'liberal' b'ideology;' b'forged' b'by' b'unions' b'&amp;' b'bankrupted' b'by' b'self-serving' b'dems' b'catering'
3283,"b'rt' b'jm_wags:' b'well' b'i' b'play' b'flappy' b'bird' b'now' b'and' b'i' b""don't"" b'know'"
3284,b'rt' b'joselopez222:' b'aurora' b'is' b'more' b'ghetto' b'then' b'the' b'bellos'
3285,"b'rt' b'josepheach:' b'd-emand' b""e-veryone's"" b'm-oney' b'&amp;' b'o-bjects' b'c-ollectively' b'be' b'r-edistributed' b'a-mong' b't-heir'"
3286,"b'rt' b'jpayneancap:' b'a_m_perez' b'sybilll' b'diannewing2' b'velvethammer' b'mylibertymygun' b'sdalexander11' b'aoakleyc' b'i' b'bet' b""she's"" b'a' b'new' b'york' b'yankee'"
3287,"b'rt' b'jrsalzman:' b'buzzfeed' b'males' b'who' b'live' b'in' b'the' b'city' b'and' b'buy' b'meat' b'under' b'plastic,' b'mock' b'girls' b'who' b'use' b'guns' b'and' b'go' b'hunting.' b'who' b'is' b'more'"
3288,b'rt' b'juicygenie:' b'sheryl' b'crow' b'be' b'my'
3289,"b'rt' b'juliebenz:' b'i' b'drink' b'unicorn' b'tears...' b'rt' b'thecarnage07:' b'juliebenz' b'and' b'they' b'say' b'blondes' b""don't"" b'age' b'well' b':)' b'you' b'look' b'like' b""you're"" b'20' b':)'"
3290,b'rt' b'kamaalrkhan:' b'sir' b'arvindkejriwal' b'career' b'tho' b'apka' b'waise' b'bhi' b'khatam' b'ho' b'chukka.' b'you' b'have' b'become' b'new' b'amar' b'singh' b'so' b'try' b'for'
3291,b'rt' b'karen_gonski:' b'i' b'wish' b'i' b'was' b'one' b'of' b'those' b'girls' b'who' b'guys' b'liked' b'no' b'matter' b'what...ike' b'i' b'could' b'wear' b'sweats' b'and' b'my' b'hair' b'up' b'and' b'they' b'would'
3292,b'rt' b'kaseymizell:' b'we' b'may' b'or' b'may' b'not' b'be' b'trash' b'at' b'taking' b'pictures'
3293,"b'rt' b'kathyislovely:' b""'che"" b'wigga!' b'rt' b'wigga32:' b'if' b'she' b'puts' b'up' b'with' b'you' b""it's"" b'because' b'she' b'loves' b'you,' b'now' b'make' b'it' b'worth' b'her' b'while&amp;' b'love' b'her'"
3294,"b'rt' b'kendramarie91:' b'&#8220' b'vngelinaa_:' b'tornado' b'sirens....' b'atleast' b""i'll"" b'be' b'dying' b'with' b'you' b'guys' b'xo_t33' b'a_krizanovic' b'kendramarie91' b'&#128557;&#8221;' b'and' b'this'"
3295,"b'rt' b'kevinkoski:' b'if' b'jeremy' b'lin' b'dunked' b'on' b'lebron' b'in' b'a' b'yankees' b'cap,' b'and' b'then' b'celebrated' b'by' b'tebowing' b'in' b'front' b'of' b'brett' b'favre,' b'would' b'espn' b'exp'"
3296,"b'rt' b'kingdomofwench:' b'graceishuman' b""i've"" b'also' b'seen' b'a' b'lot' b'of' b'that' b'""we\'re' b'democrats' b'and' b""we're"" b'for' b'charlie' b'baker!""' b'ad' b'which' b'makes' b'me' b'want' b'to'"
3297,b'rt' b'kitt:' b'shinypb' b'not' b'only' b'you.' b'and' b'that' b'pom' b'stuff?' b'totally'
3298,b'rt' b'koolestbreeze:' b'thanks'
3299,b'rt' b'kostaskarelis:' b'cincy' b'fans' b'talk' b'trash' b'about' b'the' b'city' b'of' b'#cle' b'and' b'then' b'root' b'for' b'the' b'cavs' b'like' b'they'
3300,"b'rt' b'kristinhersh:' b'my' b'son,' b'wyatt:' b'""do' b'rednecks' b'have' b'mullets' b'to' b'keep' b'from' b'getting' b'red'"
3301,"b'rt' b'kuczaaak:' b""i'm"" b'getting' b'trash' b'talked' b'by' b'a' b'8' b'year'"
3302,"b'rt' b'kyle_park:' b'""you\'ve' b'got' b'to' b'have' b'smelt' b'a' b'lot' b'of' b'manure' b'before' b'you' b'can' b'sing' b'like' b'a'"
3303,b'rt' b'lachlan:' b'so' b'who' b'wants' b'to' b'tell' b'the' b'washington' b'post' b'that' b'charlie' b'crist' b'is' b'a'
3304,"b'rt' b'laken_heavner:' b'what' b'i' b'really' b'want' b'is' b'some' b'brownies' b'from' b'h&amp;r,' b'iced' b'latte,' b'my' b'boy,' b'and' b'a' b'blanket' b'w/' b'movies.' b'that' b'sounds' b'prettttttty'"
3305,"b'rt' b'legapsi06:' b""i've"" b'only' b'watched' b'10mins' b'of' b'this' b'trash' b'and' b'i' b'feel' b'like' b'i' b'just' b'wasted' b'some' b'valuable' b'minutes' b'of' b'my' b'life' b'that' b'i' b'can' b'never' b'get'"
